date,entry_time,entry,stop,target,exit_price,outcome,risk_points,pnl_points,rr,mfe,mae,quality_score,year,month
2024-07-18,2024-07-18 09:34:00,19793.5,19811.75,19757.0,19811.75,loss,18.25,-18.25,-1.0,2.0,-28.75,9,2024,2024-07
2024-07-18,2024-07-18 09:39:00,19836.5,19859.25,19791.0,19859.25,loss,22.75,-22.75,-1.0,14.0,-25.5,9,2024,2024-07
2024-07-18,2024-07-18 09:49:00,19801.0,19819.5,19764.0,19819.5,loss,18.5,-18.5,-1.0,16.0,-27.75,9,2024,2024-07
2024-07-18,2024-07-18 09:50:00,19788.5,19808.75,19748.0,19808.75,loss,20.25,-20.25,-1.0,3.5,-40.25,9,2024,2024-07
2024-07-18,2024-07-18 10:11:00,19823.75,19838.5,19794.25,19838.5,loss,14.75,-14.75,-1.0,26.5,-17.0,9,2024,2024-07
2024-07-18,2024-07-18 10:13:00,19811.0,19831.75,19769.5,19831.75,loss,20.75,-20.75,-1.0,13.75,-25.0,9,2024,2024-07
2024-07-18,2024-07-18 10:36:00,19864.5,19876.5,19840.5,19876.5,loss,12.0,-12.0,-1.0,8.0,-23.75,9,2024,2024-07
2024-07-18,2024-07-18 10:41:00,19881.75,19894.0,19857.25,19894.0,loss,12.25,-12.25,-1.0,12.0,-22.0,9,2024,2024-07
2024-07-18,2024-07-18 10:47:00,19888.25,19902.25,19860.25,19902.25,loss,14.0,-14.0,-1.0,26.25,-26.0,9,2024,2024-07
2024-07-19,2024-07-19 09:08:00,19849.0,19865.25,19816.5,19816.5,win,16.25,32.5,2.0,39.75,-5.5,9,2024,2024-07
2024-07-19,2024-07-19 09:29:00,19761.0,19781.75,19719.5,19719.5,win,20.75,41.5,2.0,43.0,-1.5,9,2024,2024-07
2024-07-19,2024-07-19 09:58:00,19788.25,19813.75,19737.25,19813.75,loss,25.5,-25.5,-1.0,0.0,-30.0,9,2024,2024-07
2024-07-19,2024-07-19 10:01:00,19806.5,19827.25,19765.0,19765.0,win,20.75,41.5,2.0,54.75,-19.75,9,2024,2024-07
2024-07-19,2024-07-19 10:05:00,19794.5,19814.25,19755.0,19814.25,loss,19.75,-19.75,-1.0,10.5,-19.75,11,2024,2024-07
2024-07-23,2024-07-23 08:39:00,19977.25,20005.0,19921.75,20005.0,loss,27.75,-27.75,-1.0,3.25,-33.25,9,2024,2024-07
2024-07-23,2024-07-23 08:46:00,19960.5,19984.0,19913.5,19984.0,loss,23.5,-23.5,-1.0,33.0,-27.5,9,2024,2024-07
2024-07-23,2024-07-23 10:50:00,19964.75,19976.5,19941.25,19941.25,win,11.75,23.5,2.0,38.25,-2.75,9,2024,2024-07
2024-07-24,2024-07-24 09:03:00,19431.0,19442.25,19408.5,19408.5,win,11.25,22.5,2.0,23.5,-2.25,9,2024,2024-07
2024-07-24,2024-07-24 09:34:00,19396.5,19416.25,19357.0,19357.0,win,19.75,39.5,2.0,50.0,-17.5,9,2024,2024-07
2024-07-24,2024-07-24 09:42:00,19382.25,19403.5,19339.75,19339.75,win,21.25,42.5,2.0,47.75,-20.25,9,2024,2024-07
2024-07-24,2024-07-24 10:07:00,19327.0,19338.25,19304.5,19338.25,loss,11.25,-11.25,-1.0,5.75,-20.5,9,2024,2024-07
2024-07-24,2024-07-24 10:19:00,19349.5,19362.25,19324.0,19362.25,loss,12.75,-12.75,-1.0,6.25,-13.0,9,2024,2024-07
2024-07-25,2024-07-25 08:34:00,19042.5,19092.0,18943.5,19092.0,loss,49.5,-49.5,-1.0,0.75,-51.5,9,2024,2024-07
2024-07-25,2024-07-25 08:38:00,19083.0,19117.75,19013.5,19117.75,loss,34.75,-34.75,-1.0,7.75,-55.0,9,2024,2024-07
2024-07-25,2024-07-25 09:20:00,19237.25,19273.5,19164.75,19164.75,win,36.25,72.5,2.0,93.0,-2.0,9,2024,2024-07
2024-07-25,2024-07-25 10:07:00,19237.0,19257.0,19197.0,19197.0,win,20.0,40.0,2.0,46.25,-4.0,11,2024,2024-07
2024-07-29,2024-07-29 09:01:00,19200.75,19224.0,19154.25,19224.0,loss,23.25,-23.25,-1.0,9.25,-24.25,9,2024,2024-07
2024-07-30,2024-07-30 08:37:00,19116.25,19135.5,19077.75,19135.5,loss,19.25,-19.25,-1.0,9.5,-22.5,9,2024,2024-07
2024-07-30,2024-07-30 09:38:00,18971.0,18991.75,18929.5,18929.5,win,20.75,41.5,2.0,45.0,-9.5,9,2024,2024-07
2024-07-30,2024-07-30 10:22:00,18930.0,18947.0,18896.0,18947.0,loss,17.0,-17.0,-1.0,27.75,-17.75,9,2024,2024-07
2024-07-30,2024-07-30 10:23:00,18919.25,18932.0,18893.75,18932.0,loss,12.75,-12.75,-1.0,11.5,-19.75,9,2024,2024-07
2024-07-30,2024-07-30 10:44:00,18930.0,18947.75,18894.5,18894.5,win,17.75,35.5,2.0,49.25,-3.25,9,2024,2024-07
2024-07-30,2024-07-30 10:47:00,18897.0,18918.75,18853.5,18853.5,win,21.75,43.5,2.0,54.75,-14.0,9,2024,2024-07
2024-08-01,2024-08-01 09:19:00,19293.5,19313.5,19253.5,19253.5,win,20.0,40.0,2.0,55.25,-15.75,9,2024,2024-08
2024-08-01,2024-08-01 09:24:00,19260.5,19287.25,19207.0,19287.25,loss,26.75,-26.75,-1.0,5.25,-43.25,9,2024,2024-08
2024-08-01,2024-08-01 09:57:00,19186.25,19207.0,19144.75,19207.0,loss,20.75,-20.75,-1.0,33.5,-25.75,9,2024,2024-08
2024-08-01,2024-08-01 09:59:00,19175.75,19198.0,19131.25,19198.0,loss,22.25,-22.25,-1.0,23.0,-27.25,9,2024,2024-08
2024-08-02,2024-08-02 08:33:00,18486.0,18515.75,18426.5,18426.5,win,29.75,59.5,2.0,76.25,-13.5,9,2024,2024-08
2024-08-02,2024-08-02 09:26:00,18481.5,18505.5,18433.5,18505.5,loss,24.0,-24.0,-1.0,20.75,-30.5,9,2024,2024-08
2024-08-02,2024-08-02 10:52:00,18519.0,18539.75,18477.5,18539.75,loss,20.75,-20.75,-1.0,38.5,-35.75,9,2024,2024-08
2024-08-09,2024-08-09 08:32:00,18459.25,18484.75,18408.25,18484.75,loss,25.5,-25.5,-1.0,23.0,-32.0,9,2024,2024-08
2024-08-09,2024-08-09 09:10:00,18547.75,18573.5,18496.25,18496.25,win,25.75,51.5,2.0,54.75,-10.75,9,2024,2024-08
2024-08-09,2024-08-09 09:37:00,18503.5,18521.5,18467.5,18521.5,loss,18.0,-18.0,-1.0,10.5,-24.75,9,2024,2024-08
2024-08-14,2024-08-14 08:33:00,18958.5,18994.0,18887.5,18994.0,loss,35.5,-35.5,-1.0,33.0,-42.0,9,2024,2024-08
2024-08-20,2024-08-20 09:22:00,19813.25,19822.25,19795.25,19822.25,loss,9.0,-9.0,-1.0,11.25,-10.5,9,2024,2024-08
2024-08-20,2024-08-20 09:28:00,19800.5,19810.25,19781.0,19810.25,loss,9.75,-9.75,-1.0,17.0,-11.75,9,2024,2024-08
2024-08-20,2024-08-20 09:29:00,19787.5,19801.5,19759.5,19801.5,loss,14.0,-14.0,-1.0,4.0,-21.25,9,2024,2024-08
2024-08-20,2024-08-20 09:40:00,19815.25,19828.25,19789.25,19789.25,win,13.0,26.0,2.0,34.75,-8.0,9,2024,2024-08
2024-08-22,2024-08-22 08:44:00,19892.25,19908.0,19860.75,19860.75,win,15.75,31.5,2.0,37.75,-10.75,9,2024,2024-08
2024-08-22,2024-08-22 09:08:00,19904.75,19916.5,19881.25,19881.25,win,11.75,23.5,2.0,30.75,-1.25,9,2024,2024-08
2024-08-22,2024-08-22 09:09:00,19893.5,19907.0,19866.5,19866.5,win,13.5,27.0,2.0,36.0,-0.25,9,2024,2024-08
2024-08-22,2024-08-22 09:10:00,19880.0,19894.75,19850.5,19850.5,win,14.75,29.5,2.0,44.5,-5.75,9,2024,2024-08
2024-08-22,2024-08-22 10:00:00,19711.0,19729.75,19673.5,19729.75,loss,18.75,-18.75,-1.0,7.0,-20.25,9,2024,2024-08
2024-08-22,2024-08-22 10:09:00,19740.25,19755.0,19710.75,19755.0,loss,14.75,-14.75,-1.0,6.0,-17.5,9,2024,2024-08
2024-08-22,2024-08-22 10:11:00,19740.5,19755.75,19710.0,19755.75,loss,15.25,-15.25,-1.0,6.25,-17.25,9,2024,2024-08
2024-08-22,2024-08-22 10:34:00,19812.5,19824.0,19789.5,19824.0,loss,11.5,-11.5,-1.0,2.75,-11.5,9,2024,2024-08
2024-08-26,2024-08-26 09:27:00,19608.75,19623.0,19580.25,19580.25,win,14.25,28.5,2.0,44.5,-12.0,9,2024,2024-08
2024-08-26,2024-08-26 09:32:00,19590.0,19603.25,19563.5,19603.25,loss,13.25,-13.25,-1.0,1.75,-13.75,9,2024,2024-08
2024-08-26,2024-08-26 09:46:00,19589.0,19598.25,19570.5,19570.5,win,9.25,18.5,2.0,24.75,-5.0,9,2024,2024-08
2024-08-26,2024-08-26 10:33:00,19616.5,19629.5,19590.5,19629.5,loss,13.0,-13.0,-1.0,1.0,-13.0,9,2024,2024-08
2024-08-26,2024-08-26 10:54:00,19605.25,19627.75,19560.25,19560.25,win,22.5,45.0,2.0,57.5,-21.5,9,2024,2024-08
2024-08-28,2024-08-28 09:00:00,19454.5,19466.75,19430.0,19430.0,win,12.25,24.5,2.0,35.25,-0.5,9,2024,2024-08
2024-08-28,2024-08-28 09:11:00,19417.0,19437.5,19376.0,19376.0,win,20.5,41.0,2.0,58.25,-1.5,9,2024,2024-08
2024-08-28,2024-08-28 10:17:00,19389.25,19414.5,19338.75,19414.5,loss,25.25,-25.25,-1.0,1.0,-28.0,9,2024,2024-08
2024-09-05,2024-09-05 09:26:00,18885.5,18927.25,18802.0,18927.25,loss,41.75,-41.75,-1.0,43.5,-42.75,9,2024,2024-09
2024-09-05,2024-09-05 10:05:00,18891.75,18909.25,18856.75,18909.25,loss,17.5,-17.5,-1.0,5.25,-18.75,9,2024,2024-09
2024-09-05,2024-09-05 10:11:00,18905.0,18920.25,18874.5,18874.5,win,15.25,30.5,2.0,31.25,-0.5,9,2024,2024-09
2024-09-06,2024-09-06 09:05:00,18559.75,18601.75,18475.75,18475.75,win,42.0,84.0,2.0,97.0,-28.75,9,2024,2024-09
2024-09-06,2024-09-06 09:35:00,18527.25,18546.0,18489.75,18489.75,win,18.75,37.5,2.0,38.0,-2.5,9,2024,2024-09
2024-09-06,2024-09-06 10:39:00,18470.25,18486.25,18438.25,18438.25,win,16.0,32.0,2.0,36.25,-7.75,9,2024,2024-09
2024-09-10,2024-09-10 09:02:00,18719.5,18738.75,18681.0,18738.75,loss,19.25,-19.25,-1.0,14.75,-32.0,9,2024,2024-09
2024-09-10,2024-09-10 10:44:00,18672.5,18688.5,18640.5,18688.5,loss,16.0,-16.0,-1.0,0.0,-16.25,9,2024,2024-09
2024-09-11,2024-09-11 08:31:00,18623.0,18658.0,18553.0,18553.0,win,35.0,70.0,2.0,72.25,-23.25,9,2024,2024-09
2024-09-11,2024-09-11 09:01:00,18583.5,18605.5,18539.5,18605.5,loss,22.0,-22.0,-1.0,14.25,-24.25,9,2024,2024-09
2024-09-11,2024-09-11 09:10:00,18643.0,18665.0,18599.0,18665.0,loss,22.0,-22.0,-1.0,11.75,-25.5,9,2024,2024-09
2024-09-11,2024-09-11 09:21:00,18680.25,18692.5,18655.75,18692.5,loss,12.25,-12.25,-1.0,23.75,-17.0,9,2024,2024-09
2024-09-11,2024-09-11 09:57:00,18734.25,18771.0,18660.75,18771.0,loss,36.75,-36.75,-1.0,3.25,-46.0,9,2024,2024-09
2024-09-12,2024-09-12 10:08:00,19280.0,19301.25,19237.5,19301.25,loss,21.25,-21.25,-1.0,8.25,-22.0,9,2024,2024-09
2024-09-18,2024-09-18 10:25:00,19656.75,19665.5,19639.25,19665.5,loss,8.75,-8.75,-1.0,2.0,-12.25,9,2024,2024-09
2024-09-20,2024-09-20 08:41:00,20001.25,20009.75,19984.25,19984.25,win,8.5,17.0,2.0,22.25,-0.25,9,2024,2024-09
2024-09-20,2024-09-20 08:42:00,19987.75,20002.5,19958.25,19958.25,win,14.75,29.5,2.0,45.25,-13.0,9,2024,2024-09
2024-09-20,2024-09-20 09:46:00,19964.5,19979.75,19934.0,19979.75,loss,15.25,-15.25,-1.0,5.25,-16.25,9,2024,2024-09
2024-09-20,2024-09-20 10:12:00,19987.0,19995.0,19971.0,19995.0,loss,8.0,-8.0,-1.0,4.0,-8.5,9,2024,2024-09
2024-09-25,2024-09-25 10:06:00,20184.25,20200.0,20152.75,20200.0,loss,15.75,-15.75,-1.0,14.5,-17.5,9,2024,2024-09
2024-09-26,2024-09-26 09:14:00,20243.75,20262.75,20205.75,20262.75,loss,19.0,-19.0,-1.0,0.0,-29.75,9,2024,2024-09
2024-09-26,2024-09-26 09:20:00,20236.25,20261.5,20185.75,20261.5,loss,25.25,-25.25,-1.0,13.25,-26.75,9,2024,2024-09
2024-09-27,2024-09-27 09:16:00,20262.5,20275.25,20237.0,20275.25,loss,12.75,-12.75,-1.0,15.75,-15.75,9,2024,2024-09
2024-09-27,2024-09-27 10:33:00,20248.25,20261.0,20222.75,20261.0,loss,12.75,-12.75,-1.0,3.25,-17.75,9,2024,2024-09
2024-09-30,2024-09-30 08:37:00,20189.0,20211.0,20145.0,20211.0,loss,22.0,-22.0,-1.0,26.25,-25.0,9,2024,2024-09
2024-09-30,2024-09-30 08:43:00,20176.5,20186.0,20157.5,20186.0,loss,9.5,-9.5,-1.0,8.0,-9.5,9,2024,2024-09
2024-10-01,2024-10-01 09:47:00,19930.0,19955.5,19879.0,19955.5,loss,25.5,-25.5,-1.0,6.75,-29.75,9,2024,2024-10
2024-10-01,2024-10-01 10:13:00,19973.5,19997.0,19926.5,19926.5,win,23.5,47.0,2.0,76.0,-1.0,9,2024,2024-10
2024-10-01,2024-10-01 10:14:00,19955.5,19975.5,19915.5,19915.5,win,20.0,40.0,2.0,58.0,-19.0,9,2024,2024-10
2024-10-01,2024-10-01 10:39:00,19913.25,19931.0,19877.75,19877.75,win,17.75,35.5,2.0,39.25,-15.0,9,2024,2024-10
2024-10-01,2024-10-01 10:57:00,19910.75,19935.75,19860.75,19935.75,loss,25.0,-25.0,-1.0,7.5,-45.25,9,2024,2024-10
2024-10-03,2024-10-03 08:41:00,19961.5,20001.25,19882.0,20001.25,loss,39.75,-39.75,-1.0,49.0,-45.75,9,2024,2024-10
2024-10-03,2024-10-03 08:59:00,19960.25,19985.0,19910.75,19985.0,loss,24.75,-24.75,-1.0,33.75,-32.75,9,2024,2024-10
2024-10-03,2024-10-03 09:00:00,19940.5,19961.25,19899.0,19961.25,loss,20.75,-20.75,-1.0,7.75,-21.5,9,2024,2024-10
2024-10-04,2024-10-04 09:15:00,20097.25,20120.25,20051.25,20120.25,loss,23.0,-23.0,-1.0,9.75,-24.5,9,2024,2024-10
2024-10-04,2024-10-04 09:44:00,20068.0,20090.5,20023.0,20090.5,loss,22.5,-22.5,-1.0,29.25,-35.0,9,2024,2024-10
2024-10-04,2024-10-04 10:09:00,20108.0,20127.0,20070.0,20127.0,loss,19.0,-19.0,-1.0,26.5,-22.25,9,2024,2024-10
2024-10-10,2024-10-10 08:49:00,20400.0,20421.0,20358.0,20421.0,loss,21.0,-21.0,-1.0,37.0,-25.25,9,2024,2024-10
2024-10-10,2024-10-10 08:53:00,20379.5,20396.0,20346.5,20396.0,loss,16.5,-16.5,-1.0,9.5,-21.5,9,2024,2024-10
2024-10-15,2024-10-15 08:58:00,20420.75,20446.5,20369.25,20369.25,win,25.75,51.5,2.0,54.5,-15.25,9,2024,2024-10
2024-10-15,2024-10-15 08:59:00,20405.0,20422.25,20370.5,20422.25,loss,17.25,-17.25,-1.0,21.0,-31.0,9,2024,2024-10
2024-10-15,2024-10-15 09:36:00,20421.75,20434.75,20395.75,20395.75,win,13.0,26.0,2.0,29.0,-12.25,9,2024,2024-10
2024-10-15,2024-10-15 09:38:00,20418.75,20435.0,20386.25,20386.25,win,16.25,32.5,2.0,39.0,-1.5,9,2024,2024-10
2024-10-15,2024-10-15 09:39:00,20405.0,20421.25,20372.5,20372.5,win,16.25,32.5,2.0,32.5,-6.25,9,2024,2024-10
2024-10-16,2024-10-16 08:53:00,20293.5,20308.5,20263.5,20308.5,loss,15.0,-15.0,-1.0,29.25,-24.5,9,2024,2024-10
2024-10-16,2024-10-16 10:12:00,20289.75,20301.5,20266.25,20301.5,loss,11.75,-11.75,-1.0,15.25,-14.5,9,2024,2024-10
2024-10-16,2024-10-16 10:29:00,20300.75,20310.5,20281.25,20310.5,loss,9.75,-9.75,-1.0,2.0,-13.75,9,2024,2024-10
2024-10-17,2024-10-17 08:44:00,20397.75,20424.25,20344.75,20424.25,loss,26.5,-26.5,-1.0,28.75,-32.25,9,2024,2024-10
2024-10-21,2024-10-21 09:36:00,20375.25,20386.75,20352.25,20386.75,loss,11.5,-11.5,-1.0,6.75,-27.75,9,2024,2024-10
2024-10-21,2024-10-21 09:55:00,20429.75,20448.5,20392.25,20448.5,loss,18.75,-18.75,-1.0,0.5,-24.25,9,2024,2024-10
2024-10-23,2024-10-23 08:53:00,20416.25,20433.5,20381.75,20381.75,win,17.25,34.5,2.0,41.0,-2.75,9,2024,2024-10
2024-10-23,2024-10-23 08:54:00,20408.25,20418.75,20387.25,20418.75,loss,10.5,-10.5,-1.0,10.75,-10.75,9,2024,2024-10
2024-10-23,2024-10-23 09:24:00,20343.25,20358.0,20313.75,20313.75,win,14.75,29.5,2.0,37.5,-0.25,9,2024,2024-10
2024-10-23,2024-10-23 09:54:00,20342.5,20358.0,20311.5,20358.0,loss,15.5,-15.5,-1.0,21.5,-19.5,9,2024,2024-10
2024-10-23,2024-10-23 10:02:00,20336.0,20352.25,20303.5,20303.5,win,16.25,32.5,2.0,40.5,-1.0,9,2024,2024-10
2024-10-23,2024-10-23 10:03:00,20321.0,20338.0,20287.0,20287.0,win,17.0,34.0,2.0,35.75,-0.25,9,2024,2024-10
2024-10-23,2024-10-23 10:04:00,20295.75,20322.25,20242.75,20242.75,win,26.5,53.0,2.0,63.25,-19.25,9,2024,2024-10
2024-10-23,2024-10-23 10:25:00,20271.75,20285.0,20245.25,20245.25,win,13.25,26.5,2.0,39.25,-11.0,9,2024,2024-10
2024-10-24,2024-10-24 09:24:00,20338.25,20352.75,20309.25,20352.75,loss,14.5,-14.5,-1.0,6.75,-14.75,9,2024,2024-10
2024-10-24,2024-10-24 10:08:00,20283.0,20295.75,20257.5,20295.75,loss,12.75,-12.75,-1.0,9.25,-14.75,9,2024,2024-10
2024-10-24,2024-10-24 10:13:00,20265.5,20277.0,20242.5,20277.0,loss,11.5,-11.5,-1.0,3.75,-13.25,9,2024,2024-10
2024-10-28,2024-10-28 08:44:00,20601.0,20615.5,20572.0,20615.5,loss,14.5,-14.5,-1.0,2.25,-15.25,9,2024,2024-10
2024-10-28,2024-10-28 08:47:00,20594.25,20614.5,20553.75,20553.75,win,20.25,40.5,2.0,47.0,-13.25,9,2024,2024-10
2024-10-30,2024-10-30 09:11:00,20629.25,20643.0,20601.75,20643.0,loss,13.75,-13.75,-1.0,21.5,-13.75,9,2024,2024-10
2024-10-30,2024-10-30 09:34:00,20657.0,20672.25,20626.5,20672.25,loss,15.25,-15.25,-1.0,16.25,-17.25,9,2024,2024-10
2024-10-31,2024-10-31 08:48:00,20092.0,20115.5,20045.0,20115.5,loss,23.5,-23.5,-1.0,39.25,-25.75,9,2024,2024-10
2024-10-31,2024-10-31 09:12:00,20069.5,20088.25,20032.0,20088.25,loss,18.75,-18.75,-1.0,14.75,-24.5,9,2024,2024-10
2024-10-31,2024-10-31 09:25:00,20100.25,20115.75,20069.25,20069.25,win,15.5,31.0,2.0,31.5,-12.25,9,2024,2024-10
2024-10-31,2024-10-31 10:03:00,20050.0,20065.25,20019.5,20065.25,loss,15.25,-15.25,-1.0,0.5,-23.0,9,2024,2024-10
2024-10-31,2024-10-31 10:26:00,20071.5,20091.5,20031.5,20091.5,loss,20.0,-20.0,-1.0,10.75,-27.75,9,2024,2024-10
2024-11-04,2024-11-04 08:35:00,20048.5,20082.75,19980.0,20082.75,loss,34.25,-34.25,-1.0,35.5,-45.5,9,2024,2024-11
2024-11-04,2024-11-04 08:51:00,20105.25,20137.0,20041.75,20137.0,loss,31.75,-31.75,-1.0,12.0,-41.75,9,2024,2024-11
2024-11-04,2024-11-04 09:03:00,20131.5,20152.5,20089.5,20152.5,loss,21.0,-21.0,-1.0,5.25,-24.5,9,2024,2024-11
2024-11-08,2024-11-08 08:44:00,21198.25,21213.0,21168.75,21213.0,loss,14.75,-14.75,-1.0,22.0,-17.0,9,2024,2024-11
2024-11-08,2024-11-08 09:05:00,21191.0,21216.75,21139.5,21216.75,loss,25.75,-25.75,-1.0,29.75,-26.0,9,2024,2024-11
2024-11-08,2024-11-08 09:25:00,21181.75,21196.0,21153.25,21196.0,loss,14.25,-14.25,-1.0,2.25,-16.5,9,2024,2024-11
2024-11-08,2024-11-08 09:36:00,21190.75,21210.0,21152.25,21210.0,loss,19.25,-19.25,-1.0,15.5,-19.25,9,2024,2024-11
2024-11-08,2024-11-08 09:43:00,21181.25,21197.25,21149.25,21197.25,loss,16.0,-16.0,-1.0,3.75,-19.5,9,2024,2024-11
2024-11-08,2024-11-08 10:01:00,21187.0,21199.5,21162.0,21199.5,loss,12.5,-12.5,-1.0,16.25,-14.0,9,2024,2024-11
2024-11-11,2024-11-11 08:40:00,21242.0,21262.75,21200.5,21200.5,win,20.75,41.5,2.0,49.5,-19.75,9,2024,2024-11
2024-11-11,2024-11-11 08:45:00,21211.0,21228.0,21177.0,21177.0,win,17.0,34.0,2.0,37.25,-7.25,9,2024,2024-11
2024-11-11,2024-11-11 09:17:00,21183.5,21201.0,21148.5,21201.0,loss,17.5,-17.5,-1.0,12.25,-18.5,9,2024,2024-11
2024-11-11,2024-11-11 09:44:00,21207.0,21219.75,21181.5,21219.75,loss,12.75,-12.75,-1.0,12.5,-17.5,9,2024,2024-11
2024-11-11,2024-11-11 10:26:00,21212.5,21221.0,21195.5,21195.5,win,8.5,17.0,2.0,18.5,-6.0,9,2024,2024-11
2024-11-11,2024-11-11 10:42:00,21200.25,21210.75,21179.25,21210.75,loss,10.5,-10.5,-1.0,6.25,-12.25,9,2024,2024-11
2024-11-12,2024-11-12 09:04:00,21202.5,21225.5,21156.5,21225.5,loss,23.0,-23.0,-1.0,23.0,-30.25,9,2024,2024-11
2024-11-12,2024-11-12 09:05:00,21192.25,21208.25,21160.25,21208.25,loss,16.0,-16.0,-1.0,12.75,-32.75,9,2024,2024-11
2024-11-12,2024-11-12 10:57:00,21175.0,21186.25,21152.5,21152.5,win,11.25,22.5,2.0,22.75,-0.5,9,2024,2024-11
2024-11-12,2024-11-12 10:58:00,21162.25,21176.5,21133.75,21133.75,win,14.25,28.5,2.0,29.25,-8.5,11,2024,2024-11
2024-11-13,2024-11-13 08:50:00,21130.75,21148.0,21096.25,21148.0,loss,17.25,-17.25,-1.0,9.25,-24.75,9,2024,2024-11
2024-11-13,2024-11-13 09:00:00,21140.75,21158.25,21105.75,21105.75,win,17.5,35.0,2.0,38.25,-0.75,9,2024,2024-11
2024-11-13,2024-11-13 09:36:00,21107.75,21138.75,21045.75,21138.75,loss,31.0,-31.0,-1.0,21.5,-41.25,9,2024,2024-11
2024-11-13,2024-11-13 10:41:00,21122.0,21141.25,21083.5,21141.25,loss,19.25,-19.25,-1.0,20.5,-24.0,9,2024,2024-11
2024-11-14,2024-11-14 08:42:00,21098.25,21138.5,21017.75,21096.0,win,40.25,2.25,0.06,57.75,-40.0,9,2024,2024-11
2024-11-14,2024-11-14 09:20:00,21041.0,21074.0,20975.0,21074.0,loss,33.0,-33.0,-1.0,0.25,-33.0,9,2024,2024-11
2024-11-15,2024-11-15 08:53:00,20726.75,20746.25,20687.75,20687.75,win,19.5,39.0,2.0,47.75,-3.25,9,2024,2024-11
2024-11-15,2024-11-15 08:55:00,20712.5,20728.75,20680.0,20680.0,win,16.25,32.5,2.0,33.5,-8.0,9,2024,2024-11
2024-11-15,2024-11-15 09:10:00,20643.75,20657.75,20615.75,20615.75,win,14.0,28.0,2.0,32.25,-13.75,9,2024,2024-11
2024-11-15,2024-11-15 10:21:00,20559.75,20572.5,20534.25,20572.5,loss,12.75,-12.75,-1.0,1.0,-16.25,9,2024,2024-11
2024-11-15,2024-11-15 10:36:00,20561.0,20571.5,20540.0,20540.0,win,10.5,21.0,2.0,23.25,0.0,9,2024,2024-11
2024-11-15,2024-11-15 10:37:00,20549.75,20562.0,20525.25,20525.25,win,12.25,24.5,2.0,31.0,-5.0,9,2024,2024-11
2024-11-19,2024-11-19 08:33:00,20525.25,20558.5,20458.75,20558.5,loss,33.25,-33.25,-1.0,17.25,-34.25,9,2024,2024-11
2024-11-19,2024-11-19 09:41:00,20611.0,20630.5,20572.0,20630.5,loss,19.5,-19.5,-1.0,5.75,-22.25,9,2024,2024-11
2024-11-20,2024-11-20 08:38:00,20686.0,20701.0,20656.0,20656.0,win,15.0,30.0,2.0,33.75,-7.0,9,2024,2024-11
2024-11-20,2024-11-20 09:37:00,20548.75,20569.25,20507.75,20569.25,loss,20.5,-20.5,-1.0,0.75,-26.75,9,2024,2024-11
2024-11-20,2024-11-20 10:28:00,20566.75,20579.0,20542.25,20579.0,loss,12.25,-12.25,-1.0,18.75,-18.5,9,2024,2024-11
2024-11-20,2024-11-20 10:43:00,20605.75,20623.5,20570.25,20623.5,loss,17.75,-17.75,-1.0,4.25,-35.5,9,2024,2024-11
2024-11-21,2024-11-21 08:53:00,20721.5,20766.25,20632.0,20632.0,win,44.75,89.5,2.0,108.0,-26.0,11,2024,2024-11
2024-11-21,2024-11-21 09:18:00,20685.25,20708.5,20638.75,20638.75,win,23.25,46.5,2.0,71.5,-19.0,9,2024,2024-11
2024-11-21,2024-11-21 10:37:00,20729.0,20770.0,20647.0,20770.0,loss,41.0,-41.0,-1.0,33.0,-45.0,9,2024,2024-11
2024-11-22,2024-11-22 09:29:00,20729.25,20768.25,20651.25,20768.25,loss,39.0,-39.0,-1.0,1.25,-41.25,9,2024,2024-11
2024-11-22,2024-11-22 10:21:00,20750.25,20774.5,20701.75,20774.5,loss,24.25,-24.25,-1.0,7.0,-34.25,9,2024,2024-11
2024-11-22,2024-11-22 10:31:00,20767.5,20782.5,20737.5,20782.5,loss,15.0,-15.0,-1.0,18.0,-15.25,9,2024,2024-11
2024-11-22,2024-11-22 10:41:00,20788.25,20807.5,20749.75,20807.5,loss,19.25,-19.25,-1.0,33.5,-29.25,9,2024,2024-11
2024-11-22,2024-11-22 10:42:00,20777.5,20791.0,20750.5,20791.0,loss,13.5,-13.5,-1.0,22.75,-13.75,11,2024,2024-11
2024-11-22,2024-11-22 10:44:00,20763.75,20783.25,20724.75,20783.25,loss,19.5,-19.5,-1.0,9.0,-20.25,9,2024,2024-11
2024-11-25,2024-11-25 08:54:00,20931.75,20980.25,20834.75,20931.5,win,48.5,0.25,0.01,62.5,-26.75,9,2024,2024-11
2024-11-25,2024-11-25 09:46:00,20919.0,20942.75,20871.5,20942.75,loss,23.75,-23.75,-1.0,32.0,-29.0,9,2024,2024-11
2024-11-25,2024-11-25 10:24:00,20932.0,20946.75,20902.5,20946.75,loss,14.75,-14.75,-1.0,1.0,-15.0,9,2024,2024-11
2024-11-25,2024-11-25 10:35:00,20925.75,20941.5,20894.25,20894.25,win,15.75,31.5,2.0,31.5,-6.0,9,2024,2024-11
2024-11-27,2024-11-27 09:49:00,20751.75,20778.5,20698.25,20698.25,win,26.75,53.5,2.0,55.75,-8.0,9,2024,2024-11
2024-11-27,2024-11-27 11:00:00,20716.0,20724.75,20698.5,20698.5,win,8.75,17.5,2.0,18.0,0.0,9,2024,2024-11
